page,group,subgroup,nreview,user,role,postcount,datecreated,hourcreated,message,reply
1,Honda,Honda Accord,287,fordf150fan,Member,5,2020-02-18,14:39:56,"Michaell said: fordf150fan said:MF and Residual for 2020 Honda Accord Sport 1.5T. 12k/36 months and 15k/36 months. 33040/33034 (South Florida). Any incentives? If so, can they be combined with the $500 Military Appreciation Offer?Thank you in advance. You all helped me successfully lease my last two vehicles!36/15.00127 and 57%$500 incentiveI wanted to provide the results of my lease in South Florida:2020 Honda Accord Sport 1.5T36 months/15,000 miles$500 Dealer Incentive$500 Military AppreciationMSRP: $27,460.00Agreed Upon Value of the Vehicle: $23,316.99Gross Capitalized Cost: $24,710.99Money Factor: .00127 (3.05% APR)Residual Value: $15,652.20 (57%)Due at Signing: $500 (included first lease payment)Monthly Payment: $310 (included tax, tag, title - everything) If any additional information is needed, please let me know. Thanks again for the help! ",Yes
1,Honda,Honda Accord,288,thaneofcawdor,Member,6,2020-02-18,19:18:40,I was looking to get a 2020 Honda Accord EX-L 2.0T in Cincinnati (45244 or near). What is the 36/12 money factor and residual? Any idea what a good target gross capitalized cost is? Thank you ,No
1,Honda,Honda Accord,289,JonSx,Member,33,2020-02-18,19:27:14,"RV, MF, and incentives for 2020 Accord Sport 2.0T 10 speed and Touring 2.0T for 36/10K and zip 07109Thanks in advance ! ",No
1,Honda,Honda Accord,290,joe1026,Member,9,2020-02-19,05:43:13,">36/15.00127 and 57%$500 incentivefordf150fan said: Michaell said: fordf150fan said:MF and Residual for 2020 Honda Accord Sport 1.5T. 12k/36 months and 15k/36 months. 33040/33034 (South Florida). Any incentives? If so, can they be combined with the $500 Military Appreciation Offer?Thank you in advance. You all helped me successfully lease my last two vehicles!36/15.00127 and 57%$500 incentiveI wanted to provide the results of my lease in South Florida:2020 Honda Accord Sport 1.5T36 months/15,000 miles$500 Dealer Incentive$500 Military AppreciationMSRP: $27,460.00Agreed Upon Value of the Vehicle: $23,316.99Gross Capitalized Cost: $24,710.99Money Factor: .00127 (3.05% APR)Residual Value: $15,652.20 (57%)Due at Signing: $500 (included first lease payment)Monthly Payment: $310 (included tax, tag, title - everything) If any additional information is needed, please let me know. Thanks again for the help!Hi fordf150fan,Could you let me know the dealer you're working with, I live in South Florida and haven't been able to get as good a deal yet. Thanks in advance!!!BTW my understanding is that if you have or are replacing a Honda vehicle you can get $750 in Loyalty cash on top of the $500 incentive... ",Yes
1,Honda,Honda Accord,291,kyfdx,Moderator,217095,2020-02-19,22:12:44,"LongLasting said:Can I get the MF, residual for a 2020 Accord EX 1.5T 36/12k at 94015.00127 MF and 57% residual$500 incentive ",Yes
1,Honda,Honda Accord,292,kyfdx,Moderator,217095,2020-02-19,22:13:53,"jhresto said:What are the MF and residual values for 2020 Accord Hybrid, 36/15k miles, Milwaukee, WI (53211, or 53212)? Are there any incentives available? How long do these numbers stay in place? Thanks in advance!Base trim?.00215 MF and 56% residualNo lease incentivesThrough March 2nd ",Yes
1,Honda,Honda Accord,293,kyfdx,Moderator,217095,2020-02-19,22:14:47,"charles0322 said:Hi, may I, please, have MF, incentives and residual for 2020 Accord EX 1.5T 36/12k and 36/15 with zip code 02038? Thanks!36/15.00127 MF and 55% residual$500 incentive ",Yes
1,Honda,Honda Accord,294,kyfdx,Moderator,217095,2020-02-19,22:15:22,"fordf150fan said: Michaell said: fordf150fan said:MF and Residual for 2020 Honda Accord Sport 1.5T. 12k/36 months and 15k/36 months. 33040/33034 (South Florida). Any incentives? If so, can they be combined with the $500 Military Appreciation Offer?Thank you in advance. You all helped me successfully lease my last two vehicles!36/15.00127 and 57%$500 incentiveI wanted to provide the results of my lease in South Florida:2020 Honda Accord Sport 1.5T36 months/15,000 miles$500 Dealer Incentive$500 Military AppreciationMSRP: $27,460.00Agreed Upon Value of the Vehicle: $23,316.99Gross Capitalized Cost: $24,710.99Money Factor: .00127 (3.05% APR)Residual Value: $15,652.20 (57%)Due at Signing: $500 (included first lease payment)Monthly Payment: $310 (included tax, tag, title - everything) If any additional information is needed, please let me know. Thanks again for the help!Congrats! Thanks for the report. ",Yes
1,Honda,Honda Accord,295,kyfdx,Moderator,217095,2020-02-19,22:16:17,"thaneofcawdor said:I was looking to get a 2020 Honda Accord EX-L 2.0T in Cincinnati (45244 or near). What is the 36/12 money factor and residual? Any idea what a good target gross capitalized cost is? Thank you.00127 MF and 56% residual$500 incentiveSorry, we are no help with pricing. ",Yes
1,Honda,Honda Accord,296,kyfdx,Moderator,217095,2020-02-19,22:17:10,"JonSx said:RV, MF, and incentives for 2020 Accord Sport 2.0T 10 speed and Touring 2.0T for 36/10K and zip 07109Thanks in advance ! .00127 MF59%/58% residual for Sport/Touring$500 incentive ",Yes
1,Honda,Honda Accord,297,Highyatoy,Member,92,2020-02-19,22:34:45,Could I please get the MF and residuals for an accord sport 1.5 and an ex-l 1.5 in zip code 44138? 36/15 lease. Any incentives?Thank you! ,No
1,Honda,Honda Accord,298,kyfdx,Moderator,217095,2020-02-19,22:38:21,Highyatoy said:Could I please get the MF and residuals for an accord sport 1.5 and an ex-l 1.5 in zip code 44138? 36/15 lease. Any incentives?Thank you!.00163 MF57%/55% residual for Sport/EXL$500 incentive ,Yes
1,Honda,Honda Accord,299,thaneofcawdor,Member,6,2020-02-20,14:25:46,"Michaell said: drg6654 said: Michaell said: drg6654 said:32792 Michaell said: drg6654 said:Honda Accord Sport 2.0T Money Factor and Residual for 36/15? Loyalty?ZIP code?.00127 and 56%$500 incentive$750 loyaltyWhat is the 500 incentive?Honda to Dealer; will be reflected in any price offered to you.Hi, Can you tell me how it will be reflected. So Honda is giving the $500 incentive to the dealer-- how does the dealer then give it to us? Do they always? new to leasing ",Yes
1,Honda,Honda Accord,300,kyfdx,Moderator,217095,2020-02-20,15:15:08,"thaneofcawdor said: Michaell said: drg6654 said: Michaell said: drg6654 said:32792 Michaell said: drg6654 said:Honda Accord Sport 2.0T Money Factor and Residual for 36/15? Loyalty?ZIP code?.00127 and 56%$500 incentive$750 loyaltyWhat is the 500 incentive?Honda to Dealer; will be reflected in any price offered to you.Hi, Can you tell me how it will be reflected. So Honda is giving the $500 incentive to the dealer-- how does the dealer then give it to us? Do they always? new to leasingThe dealer doesn't give it to you. You have to negotiate the sale price. Now that you know the dealer is getting an extra $500 from Honda, lower your target price by $500. ",Yes
1,Honda,Honda Accord,301,Michael201,Member,5,2020-02-20,15:45:24,"Residual, MF, and incentives on a 2020 accord sport 1.5 and 2l 10k/36m lease. 07030 ",No
1,Honda,Honda Accord,302,Michaell,Moderator,219539,2020-02-20,16:32:27,"Michael201 said:Residual, MF, and incentives on a 2020 accord sport 1.5 and 2l 10k/36m lease. 07030.00127 and 60% / 59% for 1.5T / 2.0T$500 incentive ",Yes
1,Honda,Honda Accord,303,Millz1273,Member,10,2020-02-20,19:21:55,"Hello, can you help with MF and Res on 2020 Sport and EX-L, 1.5L, 12K/36 in 19020 zip? TY ",No
1,Honda,Honda Accord,304,Michaell,Moderator,219539,2020-02-20,19:25:56,"Millz1273 said:Hello, can you help with MF and Res on 2020 Sport and EX-L, 1.5L, 12K/36 in 19020 zip? TY.00127 and 59% / 57% for Sport / EX-L$500 incentive ",Yes
1,Honda,Honda Accord,305,A_Garcia27,Member,13,2020-02-21,00:53:32,"Hi,Looking for MF, residuals and any available incentives/loyalty on a 2020 CVT Honda Accord Sport 1.5L and 2.0L 36/12 Zip code 06492. Thank you. ",No
1,Honda,Honda Accord,306,ta_rich,Member,15,2020-02-21,04:21:37,Looking for the MF and Residual for Accord 1.5T LX/Sport/EX for zip code 80124. Thanks. ,No
1,Honda,Honda Accord,307,Michaell,Moderator,219539,2020-02-21,05:29:44,"A_Garcia27 said:Hi,Looking for MF, residuals and any available incentives/loyalty on a 2020 CVT Honda Accord Sport 1.5L and 2.0L 36/12 Zip code 06492. Thank you..00127 and 59% / 58% for 1.5T / 2.0T$500 incentive ",Yes
1,Honda,Honda Accord,308,Michaell,Moderator,219539,2020-02-21,05:30:33,ta_rich said:Looking for the MF and Residual for Accord 1.5T LX/Sport/EX for zip code 80124. Thanks.36/15.00127 and 56% / 57% / 55%$500 incentives ,Yes
1,Honda,Honda Accord,309,gdoubleu,Member,4,2020-02-21,16:38:25,"Hi, may I have the mf, residual, and any dealer incentives for a 2020 Accord LX auto. 36 mo. 12k near zc 11758.thx. ",No
1,Honda,Honda Accord,310,Millz1273,Member,10,2020-02-21,17:58:28,"Hello,  Can you let me know what MF and Residual is on 2020 EX, 12K 36 in 19020 zip? TY ",No
1,Honda,Honda Accord,311,Michaell,Moderator,219539,2020-02-21,20:22:40,"gdoubleu said:Hi, may I have the mf, residual, and any dealer incentives for a 2020 Accord LX auto. 36 mo. 12k near zc 11758.thx..00127 and 58%$500 incentive ",Yes
1,Honda,Honda Accord,312,Michaell,Moderator,219539,2020-02-21,20:23:25,"Millz1273 said:Hello,  Can you let me know what MF and Residual is on 2020 EX, 12K 36 in 19020 zip? TY.00127 and 57%$500 incentive ",Yes
1,Honda,Honda Accord,313,[Deleted User],,0,2020-02-22,16:35:03,"Hi,Requesting residual, money factor, and incentives on 2020 Accord EX-L 1.5 CVT in 07060 for 36 month 12k/year term.Thank you. ",No
1,Honda,Honda Accord,314,Michaell,Moderator,219539,2020-02-22,18:58:59,"boonie18 said:Hi,Requesting residual, money factor, and incentives on 2020 Accord EX-L 1.5 CVT in 07060 for 36 month 12k/year term.Thank you..00127 and 57%$500 incentive ",Yes
1,Honda,Honda Accord,315,arealinvestor,Member,14,2020-02-23,01:06:23,"Hello. May I have the MF, RV & incentives for a 2020 Honda Accord 2.0L Touring with 15K / 36 month lease in 08618 zip ",No
1,Honda,Honda Accord,316,kyfdx,Moderator,217095,2020-02-23,15:30:41,"arealinvestor said:Hello. May I have the MF, RV & incentives for a 2020 Honda Accord 2.0L Touring with 15K / 36 month lease in 08618 zip.00127 MF and 55% residual$500 incentive ",Yes
1,Honda,Honda Accord,317,mewantleasecar,Member,2,2020-02-25,05:44:45,"Hello,Can I please have the MF, RV and incentives for 2020 Accord, 1.5L Sport and EX-L for 36 month, 12k in 53705?Also 2.0L variants if you can.Thanks ",No
1,Honda,Honda Accord,318,kyfdx,Moderator,217095,2020-02-25,14:24:28,"mewantleasecar said:Hello,Can I please have the MF, RV and incentives for 2020 Accord, 1.5L Sport and EX-L for 36 month, 12k in 53705?Also 2.0L variants if you can.Thanks.00127 MF $500 incentive1.5: 59%/57% residual for Sport/EXLSubtract 1% for 2.0 models ",Yes
1,Honda,Honda Accord,319,Nupe4life,Member,1,2020-02-27,04:05:51,"Requesting residual, money factor and incentives on 2020 Accord EX-L 1.5 CVT in 70601 for 36 month 12k/year term ",No
1,Honda,Honda Accord,320,Michaell,Moderator,219539,2020-02-27,05:25:26,"Nupe4life said:Requesting residual, money factor and incentives on 2020 Accord EX-L 1.5 CVT in 70601 for 36 month 12k/year term.00200 and 57%$500 incentive ",Yes
1,Honda,Honda Accord,321,pdgood,Member,5,2020-02-27,17:28:39,"Hi, can I please have the MF, Residual and any incentives on a 2020 Accord LX Sedan and Accord EX Sedan for 36/12 in ZIP 08035. ",No
1,Honda,Honda Accord,322,kyfdx,Moderator,217095,2020-02-27,20:08:50,"pdgood said:Hi, can I please have the MF, Residual and any incentives on a 2020 Accord LX Sedan and Accord EX Sedan for 36/12 in ZIP 08035..00127 MF58%/57% residual for LX/EX$500 incentive ",Yes
1,Honda,Honda Accord,323,carlover0202,Member,5,2020-02-28,03:16:03,"Hello,Can I request for the numbers like residual, MF, and any Incentives for 2020 Honda Accord Sedan Sport 1.5T CVT 36mo/12k in Chicago, IL 60630Thank you in advance ",No
1,Honda,Honda Accord,324,Michaell,Moderator,219539,2020-02-28,04:27:44,"carlover0202 said:Hello,Can I request for the numbers like residual, MF, and any Incentives for 2020 Honda Accord Sedan Sport 1.5T CVT 36mo/12k in Chicago, IL 60630Thank you in advance.00127 and 59%$500 incentive ",Yes
1,Honda,Honda Accord,325,charles0322,Member,3,2020-02-28,18:10:26,"kyfdx said: charles0322 said:Hi, may I, please, have MF, incentives and residual for 2020 Accord EX 1.5T 36/12k and 36/15 with zip code 02038? Thanks!36/15.00127 MF and 55% residual$500 incentivethank you. What about a 36/12 deal? ",Yes
1,Honda,Honda Accord,326,kyfdx,Moderator,217095,2020-02-28,20:58:06,"charles0322 said: kyfdx said: charles0322 said:Hi, may I, please, have MF, incentives and residual for 2020 Accord EX 1.5T 36/12k and 36/15 with zip code 02038? Thanks!36/15.00127 MF and 55% residual$500 incentivethank you. What about a 36/12 deal?+2% ",Yes
1,Honda,Honda Accord,327,freshwater,Member,92,2020-03-01,04:15:58,Need MF RV discount for Accord Sport 1.5T CVT 36/12 60586. ,No
1,Honda,Honda Accord,328,Michaell,Moderator,219539,2020-03-01,05:51:41,freshwater said:Need MF RV discount for Accord Sport 1.5T CVT 36/12 60586. .00127 and 59%$500 incentive ,Yes
1,Honda,Honda Accord,329,Millz1273,Member,10,2020-03-01,14:04:57,"Hello, any idea on new March lease numbers as far as mf/resid/rebates/incentives on 2020 Accord EX, EX-L? 12K/36 in zip 19020. TY ",No
1,Honda,Honda Accord,330,Michaell,Moderator,219539,2020-03-01,15:27:10,"Millz1273 said:Hello, any idea on new March lease numbers as far as mf/resid/rebates/incentives on 2020 Accord EX, EX-L? 12K/36 in zip 19020. TY March programs will be released Tuesday. ",Yes
1,Honda,Honda Accord,331,Getit_done20,Member,1,2020-03-02,00:36:35,"Hello, Can I request for the numbers like residual, MF, and any Incentives (RV) for 2020 Accord Sport 1.5T 36mo/10k in 08536. Thank you in advance. ",No
1,Honda,Honda Accord,332,kyfdx,Moderator,217095,2020-03-02,02:26:54,"Getit_done20 said:Hello, Can I request for the numbers like residual, MF, and any Incentives (RV) for 2020 Accord Sport 1.5T 36mo/10k in 08536. Thank you in advance. .00127 MF and 60% residual$500 incentive ",Yes
1,Honda,Honda Accord,333,mfish,Member,5,2020-03-02,11:33:25,"Please provide residual and money factor for the following, it would be so much appreciated;2020 Accord Sport 1.5T 6 Speed Manual 15K Miles2020 Accord Sport 2.0T 6 Speed Manual 15K MilesZip code 21117Thanks so muchMark ",No
1,Honda,Honda Accord,334,kyfdx,Moderator,217095,2020-03-02,14:02:09,"mfish said:Please provide residual and money factor for the following, it would be so much appreciated;2020 Accord Sport 1.5T 6 Speed Manual 15K Miles2020 Accord Sport 2.0T 6 Speed Manual 15K MilesZip code 21117Thanks so muchMark36/15.00200 MF57%/56% residual for 1.5/2.0$500 incentive ",Yes
1,Honda,Honda Accord,335,mfish,Member,5,2020-03-02,14:05:10,"kyfdx said: mfish said:Please provide residual and money factor for the following, it would be so much appreciated;2020 Accord Sport 1.5T 6 Speed Manual 15K Miles2020 Accord Sport 2.0T 6 Speed Manual 15K MilesZip code 21117Thanks so muchMark36/15.00200 MF57%/56% residual for 1.5/2.0$500 incentiveThanks so much.Last question (I think)- Is the $500 incentive usually included in the price quoted? Will the $500 be transparent in the quote/price sheet? Or is it just gonna be part of the sale price?Thanks so much ",Yes
1,Honda,Honda Accord,336,kyfdx,Moderator,217095,2020-03-02,14:07:54,"mfish said: kyfdx said: mfish said:Please provide residual and money factor for the following, it would be so much appreciated;2020 Accord Sport 1.5T 6 Speed Manual 15K Miles2020 Accord Sport 2.0T 6 Speed Manual 15K MilesZip code 21117Thanks so muchMark36/15.00200 MF57%/56% residual for 1.5/2.0$500 incentiveThanks so much.Last question (I think)- Is the $500 incentive usually included in the price quoted? Will the $500 be transparent in the quote/price sheet? Or is it just gonna be part of the sale price?Thanks so muchIt is a Honda to dealer incentive, so it will be part of the price quoted (IOW, not transparent) ",Yes
1,Honda,Honda Accord,337,mfish,Member,5,2020-03-02,14:12:13,Thanks much! ,No
1,Honda,Honda Accord,338,Millz1273,Member,10,2020-03-03,00:53:00,"Michaell said: Millz1273 said:Hello, any idea on new March lease numbers as far as mf/resid/rebates/incentives on 2020 Accord EX, EX-L? 12K/36 in zip 19020. TY March programs will be released Tuesday.TY!! ",Yes
1,Honda,Honda Accord,339,Millz1273,Member,10,2020-03-03,11:51:14,"Millz1273 said:Hello, any idea on new March lease numbers as far as mf/resid/rebates/incentives on 2020 Accord EX, EX-L? 12K/36 in zip 19020. TY Please don't forget the to post the new numbers that come out today in regards to the above post. TY! ",Yes
1,Honda,Honda Accord,340,mikewala,Member,30,2020-03-04,02:21:29,Hi lookiing for RV and MF on a 2020 accord lx. zipcode 33331thank you ,No
1,Honda,Honda Accord,341,kyfdx,Moderator,217095,2020-03-04,12:38:50,"Millz1273 said: Millz1273 said:Hello, any idea on new March lease numbers as far as mf/resid/rebates/incentives on 2020 Accord EX, EX-L? 12K/36 in zip 19020. TY Please don't forget the to post the new numbers that come out today in regards to the above post. TY!.00087 MF and 57% residual$500 incentiveEither trim ",Yes
