title,views,comments,links,year,make,model,commentscount,viewscount
2020 Lincoln Nautilus Lease Deals and Prices,1.6K views,106 comments,https://forums.edmunds.com/discussion/59181/lincoln/nautilus/2020-lincoln-nautilus-lease-deals-and-prices,2020,Lincoln,Nautilus,106,1600
2020 VW Passat Lease Deals and Prices,2.5K views,140 comments,https://forums.edmunds.com/discussion/59276/volkswagen/passat/2020-vw-passat-lease-deals-and-prices,2020,VW,Passat,140,2500
2020 Honda Passport Lease Deals and Prices,9.5K views,386 comments,https://forums.edmunds.com/discussion/59479/honda/passport/2020-honda-passport-lease-deals-and-prices,2020,Honda,Passport,386,9500
2020 Audi S8 Lease Deals and Prices,491 views,46 comments,https://forums.edmunds.com/discussion/59487/audi/s8/2020-audi-s8-lease-deals-and-prices,2020,Audi,S8,46,491
2020 Nissan Pathfinder Lease Deals and Prices,3.2K views,231 comments,https://forums.edmunds.com/discussion/59494/nissan/pathfinder/2020-nissan-pathfinder-lease-deals-and-prices,2020,Nissan,Pathfinder,231,3200
2020 Chevrolet Bolt EV Lease Deals and Prices,18K views,1.1K comments,https://forums.edmunds.com/discussion/59813/chevrolet/bolt-ev/2020-chevrolet-bolt-ev-lease-deals-and-prices,2020,Chevrolet,Bolt,1100,1800
2020 Infiniti QX80 Lease Deals and Prices,2.4K views,122 comments,https://forums.edmunds.com/discussion/60189/infiniti/qx80/2020-infiniti-qx80-lease-deals-and-prices,2020,Infiniti,QX80,122,2400
2020 Lexus UX Lease Deals and Prices,3.4K views,224 comments,https://forums.edmunds.com/discussion/60305/lexus/ux/2020-lexus-ux-lease-deals-and-prices,2020,Lexus,UX,224,3400
2020 Chevrolet Trax Lease Deals and Prices,576 views,74 comments,https://forums.edmunds.com/discussion/60399/chevrolet/trax/2020-chevrolet-trax-lease-deals-and-prices,2020,Chevrolet,Trax,74,576
2020 Jeep Renegade Lease Deals and Prices,1.1K views,98 comments,https://forums.edmunds.com/discussion/61193/jeep/renegade/2020-jeep-renegade-lease-deals-and-prices,2020,Jeep,Renegade,98,1100
2020 VW Arteon Lease Deals and Prices,1.2K views,64 comments,https://forums.edmunds.com/discussion/61214/volkswagen/arteon/2020-vw-arteon-lease-deals-and-prices,2020,VW,Arteon,64,1200
2020 Audi e-tron Lease Deals and Prices,781 views,66 comments,https://forums.edmunds.com/discussion/63347/audi/e-tron/2020-audi-e-tron-lease-deals-and-prices,2020,Audi,e-tron,66,781
2021 Land Rover Discovery Sport Lease Deals and Prices,62 views,4 comments,https://forums.edmunds.com/discussion/65061/land-rover/x/2021-land-rover-discovery-sport-lease-deals-and-prices,2021,Land,Rover,4,62
Is it worth buying a 15 year old Benz with less than 20K miles??,21 views,3 comments,https://forums.edmunds.com/discussion/66224/deals/x/is-it-worth-buying-a-15-year-old-benz-with-less-than-20k-miles,Is,it,worth,3,21
reliable used vehicles would you buy?,41 views,4 comments,https://forums.edmunds.com/discussion/66260/general/x/reliable-used-vehicles-would-you-buy,reliable,used,vehicles,4,41
Vehicle Sales Tax Questions,76K views,1.1K comments,https://forums.edmunds.com/discussion/4079/general/x/vehicle-sales-tax-questions,Vehicle,Sales,Tax,1100,7600
Drive a (Nearly) New Car for (Almost) Free!,177.8K views,15 comments,https://forums.edmunds.com/discussion/25295/general/x/drive-a-nearly-new-car-for-almost-free,Drive,a,(Nearly),15,177800
Buying a Car Sight Unseen,59.6K views,3 comments,https://forums.edmunds.com/discussion/26789/general/x/buying-a-car-sight-unseen,Buying,a,Car,3,59600
Top Shopping Tips From a Former Car Salesman | Edmunds.com,171.4K views,11 comments,https://forums.edmunds.com/discussion/30487/general/x/top-shopping-tips-from-a-former-car-salesman-edmunds-com,Top,Shopping,Tips,11,171400
2016 Ford F150 Super Cab Prices Paid,545 views,7 comments,https://forums.edmunds.com/discussion/41697/ford/f-150/2016-ford-f150-super-cab-prices-paid,2016,Ford,F150,7,545
2018 Ford F-150 Lease Deals and Prices,57.3K views,2.4K comments,https://forums.edmunds.com/discussion/46636/ford/f-150/2018-ford-f-150-lease-deals-and-prices,2018,Ford,F-150,2400,57300
2018 Toyota Tundra Lease Deals and Prices,10.1K views,329 comments,https://forums.edmunds.com/discussion/49633/toyota/tundra/2018-toyota-tundra-lease-deals-and-prices,2018,Toyota,Tundra,329,10100
2019 BMW 4-Series Lease Deals and Prices,32.5K views,1.1K comments,https://forums.edmunds.com/discussion/50494/bmw/4-series/2019-bmw-4-series-lease-deals-and-prices,2019,BMW,4-Series,1100,32500
2020 BMW i3 Lease Deals and Prices,2.8K views,145 comments,https://forums.edmunds.com/discussion/57600/bmw/i3/2020-bmw-i3-lease-deals-and-prices,2020,BMW,i3,145,2800
2020 GMC Terrain Lease Deals and Prices,5.2K views,353 comments,https://forums.edmunds.com/discussion/57622/gmc/terrain/2020-gmc-terrain-lease-deals-and-prices,2020,GMC,Terrain,353,5200
2020 BMW X6 Lease Deals and Prices,5.7K views,190 comments,https://forums.edmunds.com/discussion/57634/bmw/x6/2020-bmw-x6-lease-deals-and-prices,2020,BMW,X6,190,5700
2020 Chevrolet Colorado Lease Deals and Prices,2.3K views,126 comments,https://forums.edmunds.com/discussion/57673/chevrolet/colorado/2020-chevrolet-colorado-lease-deals-and-prices,2020,Chevrolet,Colorado,126,2300
2020 BMW X4 Lease Deals and Prices,6.7K views,348 comments,https://forums.edmunds.com/discussion/57787/bmw/x4/2020-bmw-x4-lease-deals-and-prices,2020,BMW,X4,348,6700
2020 Chevrolet Camaro Lease Deals and Prices,3K views,134 comments,https://forums.edmunds.com/discussion/57796/chevrolet/camaro/2020-chevrolet-camaro-lease-deals-and-prices,2020,Chevrolet,Camaro,134,300
2020 Chevrolet Silverado Lease Deals and Prices,16.8K views,926 comments,https://forums.edmunds.com/discussion/58005/chevrolet/silverado-1500/2020-chevrolet-silverado-lease-deals-and-prices,2020,Chevrolet,Silverado,926,16800
2020 Volkswagen Atlas Lease Deals and Prices,8.1K views,448 comments,https://forums.edmunds.com/discussion/58010/volkswagen/atlas/2020-volkswagen-atlas-lease-deals-and-prices,2020,Volkswagen,Atlas,448,8100
2020 Chevrolet Blazer Lease Deals and Prices,5.3K views,303 comments,https://forums.edmunds.com/discussion/58011/chevrolet/blazer/2020-chevrolet-blazer-lease-deals-and-prices,2020,Chevrolet,Blazer,303,5300
2020 Nissan Rogue Lease Deals and Prices,10.7K views,720 comments,https://forums.edmunds.com/discussion/58012/nissan/rogue/2020-nissan-rogue-lease-deals-and-prices,2020,Nissan,Rogue,720,10700
2020 Jeep Compass Lease Deals and Prices,3.8K views,292 comments,https://forums.edmunds.com/discussion/58229/jeep/compass/2020-jeep-compass-lease-deals-and-prices,2020,Jeep,Compass,292,3800
2020 Toyota 4Runner Lease Deals and Prices,13.1K views,581 comments,https://forums.edmunds.com/discussion/58325/toyota/4runner/2020-toyota-4runner-lease-deals-and-prices,2020,Toyota,4Runner,581,13100
2020 Mercedes SL-Class Lease Deals and Prices,311 views,30 comments,https://forums.edmunds.com/discussion/58432/mercedes-benz/sl-class/2020-mercedes-sl-class-lease-deals-and-prices,2020,Mercedes,SL-Class,30,311
2020 Buick Envision Lease Deals and Prices,884 views,59 comments,https://forums.edmunds.com/discussion/58584/buick/envision/2020-buick-envision-lease-deals-and-prices,2020,Buick,Envision,59,884
2020 Genesis G80 Lease Deals and Prices,2.1K views,76 comments,https://forums.edmunds.com/discussion/58712/genesis/g80/2020-genesis-g80-lease-deals-and-prices,2020,Genesis,G80,76,2100
2020 Chevrolet Trax Lease Deals and Prices,621 views,72 comments,https://forums.edmunds.com/discussion/59229/chevrolet/trax/2020-chevrolet-trax-lease-deals-and-prices,2020,Chevrolet,Trax,72,621
2020 Lexus RC Lease Deals and Prices,1.1K views,71 comments,https://forums.edmunds.com/discussion/59915/lexus/rc-350/2020-lexus-rc-lease-deals-and-prices,2020,Lexus,RC,71,1100
2020 BMW M5 Lease Deals and Prices,2.2K views,67 comments,https://forums.edmunds.com/discussion/60031/bmw/m5/2020-bmw-m5-lease-deals-and-prices,2020,BMW,M5,67,2200
2020 Audi A6 allroad Lease Deals and Prices,1.1K views,52 comments,https://forums.edmunds.com/discussion/60118/audi/a6-allroad/2020-audi-a6-allroad-lease-deals-and-prices,2020,Audi,A6,52,1100
2020 Buick Encore Lease Deals and Prices,1.8K views,146 comments,https://forums.edmunds.com/discussion/60158/buick/encore/2020-buick-encore-lease-deals-and-prices,2020,Buick,Encore,146,1800
2020 Nissan Titan Lease Deals and Prices,1.1K views,67 comments,https://forums.edmunds.com/discussion/60470/nissan/titan/2020-nissan-titan-lease-deals-and-prices,2020,Nissan,Titan,67,1100
2020 Audi TT Lease Deals and Prices,411 views,41 comments,https://forums.edmunds.com/discussion/60737/audi/tt/2020-audi-tt-lease-deals-and-prices,2020,Audi,TT,41,411
2020 Mercedes SLC-Class Lease Deals and Prices,172 views,14 comments,https://forums.edmunds.com/discussion/60741/mercedes-benz/slc-class/2020-mercedes-slc-class-lease-deals-and-prices,2020,Mercedes,SLC-Class,14,172
2021 Kia Sedona Lease Deals and Prices,241 views,23 comments,https://forums.edmunds.com/discussion/62687/kia/sedona/2021-kia-sedona-lease-deals-and-prices,2021,Kia,Sedona,23,241
"Buy new, lease it or buy 2017 CPO with low mileages",51 views,4 comments,https://forums.edmunds.com/discussion/62844/land-rover/range-rover-sport/buy-new-lease-it-or-buy-2017-cpo-with-low-mileages,Buy,"new,",lease,4,51
2021 Envision Lease Deals and Prices,71 views,5 comments,https://forums.edmunds.com/discussion/64884/buick/x/2021-envision-lease-deals-and-prices,2021,Envision,Lease,5,71
Need help learning to get a FAIR deal :),357 views,3 comments,https://forums.edmunds.com/discussion/65129/mercedes-benz/gla-class/need-help-learning-to-get-a-fair-deal,Need,help,learning,3,357
Prepayment penalties,63 views,6 comments,https://forums.edmunds.com/discussion/65169/general/x/prepayment-penalties,Prepayment,penalties,,6,63
2021 Nissan Frontier Lease,141 views,3 comments,https://forums.edmunds.com/discussion/65452/nissan/frontier/2021-nissan-frontier-lease,2021,Nissan,Frontier,3,141
Ford Expedition 2018 - 2020 Problems?,91 views,1 comment,https://forums.edmunds.com/discussion/65540/ford/expedition/ford-expedition-2018-2020-problems,Ford,Expedition,2018,1,91
Shopping for 2018 X5 - which options?,11 views,0 comments,https://forums.edmunds.com/discussion/65542/bmw/x5/shopping-for-2018-x5-which-options,Shopping,for,2018,0,11
What Became of OEM Order Codes?,1 view,1 comment,https://forums.edmunds.com/discussion/65883/toyota/x/what-became-of-oem-order-codes,What,Became,of,1,1
How to Calculate Monthly Lease Payments,28.8K views,228 comments,https://forums.edmunds.com/discussion/12602/general/x/how-to-calculate-monthly-lease-payments,How,to,Calculate,228,28800
older Subaru Outback Wagon?,203 views,3 comments,https://forums.edmunds.com/discussion/14383/subaru/legacy/older-subaru-outback-wagon,older,Subaru,Outback,3,203
How many miles will the Mazda5 run? (Help me crunch this data!),27.7K views,27 comments,https://forums.edmunds.com/discussion/14796/mazda/mazda5/how-many-miles-will-the-mazda5-run-help-me-crunch-this-data,How,many,miles,27,27700
What Is a Salvage-Title Vehicle?,439.6K views,21 comments,https://forums.edmunds.com/discussion/25868/editorial/x/what-is-a-salvage-title-vehicle,What,Is,a,21,439600
Dealer Holdback,253.9K views,24 comments,https://forums.edmunds.com/discussion/25985/general/x/dealer-holdback,Dealer,Holdback,,24,253900
Depreciation Infographic: How Fast Does My New Car Lose Value?,393.1K views,14 comments,https://forums.edmunds.com/discussion/26023/editorial/x/depreciation-infographic-how-fast-does-my-new-car-lose-value,Depreciation,Infographic:,How,14,393100
Can Buying a Demo Car Save You Money?,139.5K views,6 comments,https://forums.edmunds.com/discussion/29459/general/x/can-buying-a-demo-car-save-you-money,Can,Buying,a,6,139500
Nissan Titan XD Lease discussion,2K views,85 comments,https://forums.edmunds.com/discussion/42893/nissan/titan-xd/nissan-titan-xd-lease-discussion,Nissan,Titan,XD,85,200
2017 Dodge Challenger Lease Deals and Prices,13.2K views,438 comments,https://forums.edmunds.com/discussion/43173/dodge/challenger/2017-dodge-challenger-lease-deals-and-prices,2017,Dodge,Challenger,438,13200
2018 BMW M3 Lease Deals and Prices,23K views,406 comments,https://forums.edmunds.com/discussion/48515/bmw/m3/2018-bmw-m3-lease-deals-and-prices,2018,BMW,M3,406,2300
2019 Toyota Camry Lease Deals and Prices,29.1K views,988 comments,https://forums.edmunds.com/discussion/52394/toyota/camry/2019-toyota-camry-lease-deals-and-prices,2019,Toyota,Camry,988,29100
2019 Mercedes Benz GLS-Class Lease Deals and Prices,14.4K views,447 comments,https://forums.edmunds.com/discussion/52403/mercedes-benz/gls-class/2019-mercedes-benz-gls-class-lease-deals-and-prices,2019,Mercedes,Benz,447,14400
2019 Mercedes Benz S-Class Lease Deals and Prices,12.2K views,318 comments,https://forums.edmunds.com/discussion/52424/mercedes-benz/s-class/2019-mercedes-benz-s-class-lease-deals-and-prices,2019,Mercedes,Benz,318,12200
2019 Lexus RC Lease Deals and Prices,3K views,120 comments,https://forums.edmunds.com/discussion/53607/lexus/rc-350/2019-lexus-rc-lease-deals-and-prices,2019,Lexus,RC,120,300
2019 Audi S3 Lease Deals and Prices,6K views,171 comments,https://forums.edmunds.com/discussion/53890/audi/s3/2019-audi-s3-lease-deals-and-prices,2019,Audi,S3,171,600
2019 BMW X7 Lease Deals and Prices,18.9K views,416 comments,https://forums.edmunds.com/discussion/54552/bmw/x7/2019-bmw-x7-lease-deals-and-prices,2019,BMW,X7,416,18900
2020 Chevrolet Traverse Lease Deals and Prices,10.7K views,758 comments,https://forums.edmunds.com/discussion/57059/chevrolet/traverse/2020-chevrolet-traverse-lease-deals-and-prices,2020,Chevrolet,Traverse,758,10700
2020 Kia Forte Lease Deals and Prices,7.4K views,584 comments,https://forums.edmunds.com/discussion/57753/kia/forte/2020-kia-forte-lease-deals-and-prices,2020,Kia,Forte,584,7400
2020 Toyota Tundra Lease Deals and Prices,14.1K views,778 comments,https://forums.edmunds.com/discussion/57903/toyota/tundra/2020-toyota-tundra-lease-deals-and-prices,2020,Toyota,Tundra,778,14100
2020 GMC Sierra Lease Deals and Prices,19.6K views,1.1K comments,https://forums.edmunds.com/discussion/58030/gmc/sierra-1500/2020-gmc-sierra-lease-deals-and-prices,2020,GMC,Sierra,1100,19600
2020 Cadillac Escalade Lease Deals and Prices,6.1K views,268 comments,https://forums.edmunds.com/discussion/58035/cadillac/escalade/2020-cadillac-escalade-lease-deals-and-prices,2020,Cadillac,Escalade,268,6100
2020 GMC Yukon Lease Deals and Prices,6.4K views,267 comments,https://forums.edmunds.com/discussion/58240/gmc/yukon/2020-gmc-yukon-lease-deals-and-prices,2020,GMC,Yukon,267,6400
2020 GMC Canyon Lease Deals and Prices,1.1K views,84 comments,https://forums.edmunds.com/discussion/58493/gmc/canyon/2020-gmc-canyon-lease-deals-and-prices,2020,GMC,Canyon,84,1100
2020 Kia Sedona Lease Deals and Prices,981 views,77 comments,https://forums.edmunds.com/discussion/58501/kia/sedona/2020-kia-sedona-lease-deals-and-prices,2020,Kia,Sedona,77,981
2020 Subaru Impreza Lease Deals and Prices,3.8K views,299 comments,https://forums.edmunds.com/discussion/58783/subaru/impreza/2020-subaru-impreza-lease-deals-and-prices,2020,Subaru,Impreza,299,3800
2020 Lexus GS Lease Deals and Prices,1.6K views,89 comments,https://forums.edmunds.com/discussion/59194/lexus/gs-350/2020-lexus-gs-lease-deals-and-prices,2020,Lexus,GS,89,1600
2020 Mazda CX-9 Lease Deals and Prices,12.9K views,809 comments,https://forums.edmunds.com/discussion/59263/mazda/cx-9/2020-mazda-cx-9-lease-deals-and-prices,2020,Mazda,CX-9,809,12900
2020 Mercedes GLA-Class Lease Deals and Prices,3.5K views,196 comments,https://forums.edmunds.com/discussion/59418/mercedes-benz/gla-class/2020-mercedes-gla-class-lease-deals-and-prices,2020,Mercedes,GLA-Class,196,3500
2020 Audi A4 allroad Lease Deals and Prices,1K views,52 comments,https://forums.edmunds.com/discussion/60020/audi/a4-allroad/2020-audi-a4-allroad-lease-deals-and-prices,2020,Audi,A4,52,100
2020 VW GLI Lease Deals and Prices,1.4K views,74 comments,https://forums.edmunds.com/discussion/60066/volkswagen/gli/2020-vw-gli-lease-deals-and-prices,2020,VW,GLI,74,1400
2020 Lincoln Continental Lease Deals and Prices,371 views,26 comments,https://forums.edmunds.com/discussion/60088/lincoln/continental/2020-lincoln-continental-lease-deals-and-prices,2020,Lincoln,Continental,26,371
2020 Mercedes Benz G-Class Lease Deals and Questions,1.3K views,30 comments,https://forums.edmunds.com/discussion/60480/mercedes-benz/g-class/2020-mercedes-benz-g-class-lease-deals-and-questions,2020,Mercedes,Benz,30,1300
2020 Acura RLX Lease Deals and Prices,552 views,17 comments,https://forums.edmunds.com/discussion/60633/acura/rlx/2020-acura-rlx-lease-deals-and-prices,2020,Acura,RLX,17,552
2021 BMW 3-Series Lease,1K views,38 comments,https://forums.edmunds.com/discussion/62120/bmw/3-series/2021-bmw-3-series-lease,2021,BMW,3-Series,38,100
MF and RV,74 views,1 comment,https://forums.edmunds.com/discussion/63010/jeep/x/mf-and-rv,MF,and,RV,1,74
Invoice Price,71 views,1 comment,https://forums.edmunds.com/discussion/63842/chevrolet/colorado/invoice-price,Invoice,Price,,1,71
i need help picking a car,71 views,7 comments,https://forums.edmunds.com/discussion/63873/general/x/i-need-help-picking-a-car,i,need,help,7,71
Looking for Residual and Money Factor on a 2020 Civic Lx,21 views,5 comments,https://forums.edmunds.com/discussion/64263/honda/civic/looking-for-residual-and-money-factor-on-a-2020-civic-lx,Looking,for,Residual,5,21
2020 Ford EcoSport Lease Deals and Prices,21 views,0 comments,https://forums.edmunds.com/discussion/64415/ford/ecosport/2020-ford-ecosport-lease-deals-and-prices,2020,Ford,EcoSport,0,21
about to buy a 2021 Crosstrek Limited- package question,71 views,2 comments,https://forums.edmunds.com/discussion/64647/subaru/crosstrek/about-to-buy-a-2021-crosstrek-limited-package-question,about,to,buy,2,71
"Help, I'm a new driver and insurance costs are giving me a heart attack",100.7K views,130 comments,https://forums.edmunds.com/discussion/3926/general/x/help-im-a-new-driver-and-insurance-costs-are-giving-me-a-heart-attack,"Help,",I'm,a,130,100700
